Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
26.0,0,2,53,1.0,55000.0,4,1,0
47.0,1,3,91,16.0,190000.0,0,1,1
44.0,0,3,113,11.0,165000.0,2,9,0
30.0,1,2,54,5.0,105000.0,2,6,0
39.0,0,2,112,11.0,160000.0,0,1,1
32.0,1,1,53,6.0,110000.0,4,9,0
50.0,1,3,113,17.0,195000.0,0,2,0
27.0,1,1,5,3.0,85000.0,1,3,0
46.0,1,3,91,14.0,180000.0,3,8,1
25.0,0,1,53,1.0,55000.0,3,9,0
43.0,1,3,91,13.0,185000.0,0,1,1
35.0,1,1,5,8.0,140000.0,2,4,0
29.0,0,2,5,3.0,90000.0,0,9,0
40.0,0,3,112,12.0,160000.0,0,9,1
35.0,1,1,54,8.0,145000.0,2,9,0
41.0,1,3,91,13.0,185000.0,0,1,1
30.0,1,2,54,5.0,105000.0,3,9,0
33.0,1,1,53,6.0,110000.0,4,1,0
55.0,1,3,113,18.0,210000.0,4,5,0
26.0,0,2,53,1.0,55000.0,3,7,0
47.0,1,3,91,16.0,190000.0,4,0,1
44.0,0,3,113,11.0,165000.0,2,4,0
30.0,1,2,54,5.0,105000.0,3,7,0
39.0,0,2,112,11.0,160000.0,0,1,1
32.0,1,1,53,6.0,110000.0,4,1,0
50.0,1,3,113,17.0,195000.0,2,9,0
27.0,1,1,5,3.0,85000.0,0,1,0
46.0,1,3,91,14.0,180000.0,1,3,1
25.0,0,1,53,1.0,55000.0,1,1,0
43.0,1,3,91,13.0,185000.0,0,1,1
35.0,1,1,5,8.0,140000.0,0,2,0
29.0,0,2,5,3.0,90000.0,0,1,0
40.0,0,3,112,12.0,160000.0,2,6,1
35.0,1,1,54,8.0,145000.0,3,7,0
41.0,1,3,91,13.0,185000.0,1,3,1
30.0,1,2,54,5.0,105000.0,2,6,0
33.0,1,1,53,6.0,110000.0,1,1,0
55.0,1,3,113,18.0,210000.0,4,9,0
26.0,0,2,53,1.0,55000.0,0,2,0
47.0,1,3,91,16.0,190000.0,4,0,1
44.0,0,3,113,11.0,165000.0,1,1,0
30.0,1,2,54,5.0,105000.0,0,1,0
39.0,0,2,112,11.0,160000.0,1,9,1
32.0,1,1,53,6.0,110000.0,1,3,0
50.0,1,3,113,17.0,195000.0,4,9,0
27.0,1,1,5,3.0,85000.0,4,0,0
46.0,1,3,91,14.0,180000.0,4,0,1
25.0,0,1,53,1.0,55000.0,0,9,0
43.0,1,3,91,13.0,185000.0,0,9,1
35.0,1,1,5,8.0,140000.0,4,0,0
29.0,0,2,5,3.0,90000.0,4,5,0
40.0,0,3,112,12.0,160000.0,2,4,1
35.0,1,1,54,8.0,145000.0,2,4,0
41.0,1,3,91,13.0,185000.0,4,1,1
30.0,1,2,54,5.0,105000.0,0,9,0
33.0,1,1,53,6.0,110000.0,0,1,0
55.0,1,3,113,18.0,210000.0,2,6,0
31.0,1,1,53,6.0,115000.0,0,2,0
42.0,0,2,113,13.0,170000.0,0,1,0
27.0,0,1,5,3.0,80000.0,1,1,0
51.0,1,3,91,19.0,200000.0,3,7,1
34.0,0,2,54,7.0,130000.0,0,9,0
38.0,1,1,113,11.0,155000.0,1,1,0
29.0,1,1,53,5.0,105000.0,2,9,0
43.0,0,3,91,14.0,190000.0,0,2,1
36.0,1,2,5,8.0,140000.0,4,0,0
48.0,1,3,113,16.0,185000.0,0,1,0
35.0,0,1,54,8.0,145000.0,0,9,0
30.0,0,2,53,4.0,90000.0,2,4,0
50.0,1,3,91,18.0,195000.0,0,2,1
29.0,1,1,5,4.0,95000.0,4,1,0
41.0,1,2,113,13.0,170000.0,2,9,0
33.0,0,1,54,6.0,115000.0,3,8,0
45.0,1,3,91,16.0,185000.0,3,7,1
28.0,0,1,53,2.0,65000.0,4,0,0
39.0,0,2,113,12.0,160000.0,4,0,0
30.0,1,1,5,5.0,100000.0,3,7,0
46.0,1,3,91,15.0,180000.0,1,9,1
25.0,0,1,53,1.0,55000.0,1,3,0
42.0,1,3,113,14.0,190000.0,3,7,0
31.0,1,1,54,6.0,115000.0,0,1,0
49.0,0,3,91,17.0,195000.0,0,2,1
36.0,1,2,5,9.0,150000.0,1,9,0
33.0,0,1,54,6.0,115000.0,2,4,0
45.0,1,3,113,16.0,185000.0,1,9,0
28.0,0,1,53,2.0,65000.0,1,9,0
39.0,0,2,113,12.0,160000.0,3,7,0
30.0,1,1,5,5.0,100000.0,4,0,0
46.0,1,3,91,15.0,180000.0,4,5,1
25.0,0,1,53,1.0,55000.0,0,1,0
42.0,1,3,113,14.0,190000.0,2,6,0
31.0,1,1,54,6.0,115000.0,2,4,0
49.0,0,3,91,17.0,195000.0,4,9,1
36.0,1,2,5,9.0,150000.0,3,9,0
33.0,0,1,54,6.0,115000.0,4,5,0
45.0,1,3,113,16.0,185000.0,3,9,0
28.0,0,1,53,2.0,65000.0,3,8,0
39.0,0,2,113,12.0,160000.0,3,8,0
30.0,1,1,5,5.0,100000.0,4,0,0
46.0,1,3,91,15.0,180000.0,4,5,1
25.0,0,1,53,1.0,55000.0,3,1,0
42.0,1,3,113,14.0,190000.0,0,1,0
31.0,1,1,54,6.0,115000.0,2,4,0
49.0,0,3,91,17.0,195000.0,1,3,1
36.0,1,2,5,9.0,150000.0,2,6,0
33.0,0,1,54,6.0,115000.0,4,9,0
45.0,1,3,113,16.0,185000.0,4,1,0
28.0,0,1,53,2.0,65000.0,1,3,0
39.0,0,2,113,12.0,160000.0,3,8,0
30.0,1,1,5,5.0,100000.0,0,2,0
46.0,1,3,91,15.0,180000.0,1,1,1
25.0,0,1,53,1.0,55000.0,3,7,0
42.0,1,3,113,14.0,190000.0,2,4,0
31.0,1,1,54,6.0,115000.0,2,6,0
49.0,0,3,91,17.0,195000.0,3,8,1
36.0,1,2,5,9.0,150000.0,0,2,0
33.0,0,1,54,6.0,115000.0,2,6,0
45.0,1,3,113,16.0,185000.0,4,0,0
28.0,0,1,53,2.0,65000.0,2,9,0
39.0,0,2,113,12.0,160000.0,2,6,0
30.0,1,1,5,5.0,100000.0,1,1,0
46.0,1,3,91,15.0,180000.0,2,6,1
25.0,0,1,53,1.0,55000.0,4,1,0
42.0,1,3,113,14.0,190000.0,0,2,0
31.0,1,1,54,6.0,115000.0,1,1,0
49.0,0,3,91,17.0,195000.0,1,3,1
36.0,1,2,5,9.0,150000.0,1,1,0
33.0,0,1,54,6.0,115000.0,0,2,0
45.0,1,3,113,16.0,185000.0,2,4,0
28.0,0,1,53,2.0,65000.0,0,1,0
39.0,0,2,113,12.0,160000.0,1,1,0
30.0,1,1,5,5.0,100000.0,3,1,0
46.0,1,3,91,15.0,180000.0,4,0,1
25.0,0,1,53,1.0,55000.0,0,9,0
42.0,1,3,113,14.0,190000.0,0,2,0
31.0,1,1,54,6.0,115000.0,1,1,0
49.0,0,3,91,17.0,195000.0,1,9,1
36.0,1,2,5,9.0,150000.0,3,8,0
33.0,0,1,54,6.0,115000.0,4,1,0
45.0,1,3,113,16.0,185000.0,3,9,0
28.0,0,1,53,2.0,65000.0,0,2,0
39.0,0,2,113,12.0,160000.0,0,9,0
30.0,1,1,5,5.0,100000.0,4,1,0
46.0,1,3,91,15.0,180000.0,3,9,1
25.0,0,1,53,1.0,55000.0,4,0,0
42.0,1,3,113,14.0,190000.0,3,7,0
31.0,1,1,54,6.0,115000.0,3,8,0
49.0,0,3,91,17.0,195000.0,4,0,1
36.0,1,2,5,9.0,150000.0,0,1,0
33.0,0,1,54,6.0,115000.0,3,1,0
45.0,1,3,113,16.0,185000.0,0,1,0
28.0,0,1,53,2.0,65000.0,1,1,0
39.0,0,2,113,12.0,160000.0,0,9,0
30.0,1,1,5,5.0,100000.0,0,1,0
46.0,1,3,91,15.0,180000.0,0,2,1
25.0,0,1,53,1.0,55000.0,2,6,0
42.0,1,3,113,14.0,190000.0,3,1,0
31.0,1,1,54,6.0,115000.0,3,9,0
49.0,0,3,91,17.0,195000.0,1,9,1
36.0,1,2,5,9.0,150000.0,3,9,0
33.0,0,1,54,6.0,115000.0,3,8,0
45.0,1,3,113,16.0,185000.0,3,9,0
28.0,0,1,53,2.0,65000.0,4,0,0
39.0,0,2,113,12.0,160000.0,3,7,0
30.0,1,1,5,5.0,100000.0,1,9,0
46.0,1,3,91,15.0,180000.0,4,0,1
25.0,0,1,53,1.0,55000.0,0,2,0
42.0,1,3,113,14.0,190000.0,4,9,0
31.0,1,1,54,6.0,115000.0,1,9,0
49.0,0,3,91,17.0,195000.0,2,4,1
36.0,1,2,5,9.0,150000.0,2,9,0
33.0,0,1,54,6.0,115000.0,1,1,0
45.0,1,3,113,16.0,185000.0,0,2,0
28.0,0,1,53,2.0,65000.0,0,2,0
39.0,0,2,113,12.0,160000.0,3,8,0
30.0,1,1,5,5.0,100000.0,1,3,0
46.0,1,3,91,15.0,180000.0,2,4,1
25.0,0,1,53,1.0,550.0,3,7,0
29.0,1,1,53,4.0,90000.0,0,9,0
40.0,0,2,113,12.0,160000.0,4,5,0
27.0,0,1,5,3.0,80000.0,3,9,0
50.0,1,3,91,18.0,195000.0,3,9,1
33.0,0,2,54,6.0,115000.0,1,9,0
37.0,1,1,113,10.0,150000.0,3,1,0
28.0,1,1,53,2.0,65000.0,3,1,0
44.0,0,3,91,14.0,190000.0,0,2,1
35.0,1,2,5,8.0,140000.0,3,9,0
47.0,1,3,113,16.0,185000.0,1,1,0
34.0,0,1,54,7.0,130000.0,2,6,0
31.0,0,2,53,5.0,105000.0,3,8,0
51.0,1,3,91,19.0,200000.0,2,4,1
30.0,1,1,5,5.0,100000.0,4,9,0
42.0,1,2,113,13.0,170000.0,1,9,0
33.0,0,1,54,6.0,115000.0,1,9,0
45.0,1,3,91,16.0,185000.0,3,8,1
29.0,0,1,53,4.0,90000.0,0,1,0
39.0,0,2,113,12.0,160000.0,2,4,0
27.0,1,1,5,3.0,80000.0,0,9,0
49.0,1,3,91,17.0,195000.0,4,1,1
32.0,0,2,54,6.0,115000.0,2,4,0
36.0,1,1,113,8.0,135000.0,4,5,0
27.0,1,1,53,2.0,65000.0,0,2,0
43.0,0,3,91,14.0,190000.0,1,9,1
34.0,1,2,5,8.0,140000.0,0,2,0
46.0,1,3,113,16.0,185000.0,3,9,0
33.0,0,1,54,7.0,130000.0,4,5,0
30.0,0,2,53,5.0,105000.0,3,9,0
50.0,1,3,91,19.0,200000.0,2,6,1
30.0,1,1,5,5.0,100000.0,3,1,0
42.0,1,2,113,13.0,170000.0,4,9,0
33.0,0,1,54,6.0,115000.0,0,1,0
45.0,1,3,91,16.0,185000.0,0,2,1
29.0,0,1,53,4.0,90000.0,4,9,0
39.0,0,2,113,12.0,160000.0,1,3,0
27.0,1,1,5,3.0,80000.0,1,3,0
49.0,1,3,91,17.0,195000.0,4,1,1
32.0,0,2,54,6.0,115000.0,1,3,0
36.0,1,1,113,8.0,135000.0,4,1,0
27.0,1,1,53,2.0,65000.0,4,9,0
43.0,0,3,91,14.0,190000.0,0,1,1
34.0,1,2,5,8.0,140000.0,1,9,0
46.0,1,3,113,16.0,185000.0,1,9,0
33.0,0,1,54,7.0,130000.0,1,1,0
30.0,0,2,53,5.0,105000.0,3,1,0
50.0,1,3,91,19.0,200000.0,1,1,1
30.0,1,1,5,5.0,100000.0,2,9,0
42.0,1,2,113,13.0,170000.0,4,0,0
33.0,0,1,54,6.0,115000.0,1,3,0
45.0,1,3,91,16.0,185000.0,3,7,1
29.0,0,1,53,4.0,90000.0,1,3,0
39.0,0,2,113,12.0,160000.0,4,1,0
27.0,1,1,5,3.0,80000.0,4,0,0
49.0,1,3,91,17.0,195000.0,0,9,1
32.0,0,2,54,6.0,115000.0,4,0,0
36.0,1,1,113,8.0,135000.0,1,3,0
27.0,1,1,53,2.0,65000.0,4,9,0
43.0,0,3,91,14.0,190000.0,2,6,1
34.0,1,2,5,8.0,140000.0,4,5,0
46.0,1,3,113,16.0,185000.0,1,3,0
33.0,0,1,54,7.0,130000.0,1,1,0
30.0,0,2,53,5.0,105000.0,1,9,0
50.0,1,3,91,19.0,200000.0,1,9,1
30.0,1,1,5,5.0,100000.0,4,5,0
42.0,1,2,113,13.0,170000.0,4,1,0
33.0,0,1,54,6.0,115000.0,2,4,0
45.0,1,3,91,16.0,185000.0,2,6,1
29.0,0,1,53,4.0,90000.0,3,9,0
39.0,0,2,113,12.0,160000.0,2,4,0
27.0,1,1,5,3.0,80000.0,3,9,0
49.0,1,3,91,17.0,195000.0,3,8,1
32.0,0,2,54,6.0,115000.0,4,0,0
36.0,1,1,113,8.0,135000.0,3,7,0
27.0,1,1,53,2.0,65000.0,2,9,0
43.0,0,3,91,14.0,190000.0,4,0,1
34.0,1,2,5,8.0,140000.0,4,9,0
46.0,1,3,113,16.0,185000.0,1,1,0
33.0,0,1,54,7.0,130000.0,4,5,0
30.0,0,2,53,5.0,105000.0,3,1,0
50.0,1,3,91,19.0,200000.0,4,9,1
30.0,1,1,5,5.0,100000.0,2,6,0
42.0,1,2,113,13.0,170000.0,0,2,0
33.0,0,1,54,6.0,115000.0,2,4,0
45.0,1,3,91,16.0,185000.0,1,3,1
29.0,0,1,53,4.0,90000.0,3,1,0
39.0,0,2,113,12.0,160000.0,2,9,0
27.0,1,1,5,3.0,80000.0,0,9,0
49.0,1,3,91,17.0,195000.0,3,1,1
32.0,0,2,54,6.0,115000.0,1,1,0
36.0,1,1,113,8.0,135000.0,3,7,0
27.0,1,1,53,2.0,65000.0,3,7,0
43.0,0,3,91,14.0,190000.0,0,2,1
34.0,1,2,5,8.0,140000.0,1,9,0
46.0,1,3,113,16.0,185000.0,4,9,0
33.0,0,1,54,7.0,130000.0,1,1,0
30.0,0,2,53,5.0,105000.0,1,9,0
50.0,1,3,91,19.0,200000.0,4,5,1
30.0,1,1,5,5.0,100000.0,0,9,0
42.0,1,2,113,13.0,170000.0,1,3,0
33.0,0,1,54,6.0,115000.0,0,2,0
45.0,1,3,91,16.0,185000.0,0,1,1
29.0,0,1,53,4.0,90000.0,3,1,0
39.0,0,2,113,12.0,160000.0,3,1,0
27.0,1,1,5,3.0,80000.0,2,4,0
49.0,1,3,91,17.0,195000.0,4,0,1
32.0,0,2,54,6.0,115000.0,0,1,0
36.0,1,1,113,8.0,135000.0,2,6,0
27.0,1,1,53,2.0,65000.0,0,1,0
43.0,0,3,91,14.0,190000.0,3,9,1
34.0,1,2,5,8.0,140000.0,4,1,0
46.0,1,3,113,16.0,185000.0,0,9,0
33.0,0,1,54,7.0,130000.0,1,3,0
30.0,0,2,53,5.0,105000.0,0,1,0
50.0,1,3,91,19.0,200000.0,1,1,1
30.0,1,1,5,5.0,100000.0,1,9,0
42.0,1,2,113,13.0,170000.0,3,9,0
33.0,0,1,54,6.0,115000.0,0,9,0
45.0,1,3,91,16.0,185000.0,3,7,1
29.0,0,1,53,4.0,90000.0,2,6,0
31.0,0,1,53,6.0,110000.0,2,4,0
37.0,1,2,113,10.0,150000.0,1,3,0
27.0,1,1,5,3.0,80000.0,4,5,0
50.0,1,3,91,18.0,195000.0,0,9,1
32.0,0,2,54,6.0,115000.0,4,9,0
36.0,1,1,113,8.0,135000.0,2,6,0
27.0,1,1,53,2.0,65000.0,4,5,0
43.0,0,3,91,14.0,190000.0,4,0,1
34.0,1,2,5,8.0,140000.0,3,8,0
46.0,1,3,113,16.0,185000.0,2,6,0
33.0,0,1,54,7.0,130000.0,1,3,0
30.0,0,2,53,5.0,105000.0,1,9,0
50.0,1,3,91,19.0,200000.0,0,9,1
30.0,1,1,5,5.0,100000.0,1,3,0
42.0,1,2,113,13.0,170000.0,1,3,0
33.0,0,1,54,6.0,115000.0,1,3,0
45.0,1,3,91,16.0,185000.0,4,9,1
29.0,0,1,53,4.0,90000.0,4,1,0
39.0,0,2,113,12.0,160000.0,0,1,0
27.0,1,1,5,3.0,80000.0,2,6,0
49.0,1,3,91,17.0,195000.0,0,1,1
32.0,0,2,54,6.0,115000.0,4,0,0
36.0,1,1,113,8.0,135000.0,2,4,0
27.0,1,1,53,2.0,65000.0,2,9,0
43.0,0,3,91,14.0,190000.0,4,1,1
34.0,1,2,5,8.0,140000.0,3,1,0
46.0,1,3,113,16.0,185000.0,3,7,0
33.0,0,1,54,7.0,130000.0,2,4,0
30.0,0,2,53,5.0,105000.0,3,9,0
50.0,1,3,91,19.0,200000.0,3,1,1
30.0,1,1,5,5.0,100000.0,2,9,0
42.0,1,2,113,13.0,170000.0,4,9,0
33.0,0,1,54,6.0,115000.0,3,8,0
45.0,1,3,91,16.0,185000.0,0,9,1
29.0,0,1,53,4.0,90000.0,2,9,0
39.0,0,2,113,12.0,160000.0,4,0,0
27.0,1,1,5,3.0,80000.0,4,5,0
49.0,1,3,91,17.0,195000.0,1,3,1
32.0,0,2,54,6.0,115000.0,4,0,0
36.0,1,1,113,8.0,135000.0,0,1,0
27.0,1,1,53,2.0,65000.0,2,9,0
43.0,0,3,91,14.0,190000.0,0,9,1
34.0,1,2,5,8.0,140000.0,3,8,0
46.0,1,3,113,16.0,185000.0,2,6,0
33.0,0,1,54,7.0,130000.0,2,9,0
30.0,0,2,53,5.0,105000.0,4,0,0
50.0,1,3,91,19.0,200000.0,1,9,1
30.0,1,1,5,5.0,100000.0,4,1,0
42.0,1,2,113,13.0,170000.0,0,1,0
33.0,0,1,54,6.0,115000.0,0,1,0
45.0,1,3,91,16.0,185000.0,1,1,1
29.0,0,1,53,4.0,90000.0,4,9,0
39.0,0,2,113,12.0,160000.0,0,1,0
27.0,1,1,5,3.0,80000.0,0,2,0
49.0,1,3,91,17.0,195000.0,4,0,1
32.0,0,2,54,6.0,115000.0,3,7,0
36.0,1,1,113,8.0,135000.0,0,9,0
27.0,1,1,53,2.0,65000.0,1,1,0
43.0,0,3,91,14.0,190000.0,0,9,1
34.0,1,2,5,8.0,140000.0,1,3,0
46.0,1,3,113,16.0,185000.0,2,4,0
33.0,0,1,54,7.0,130000.0,4,5,0
30.0,0,2,53,5.0,105000.0,2,9,0
50.0,1,3,91,19.0,200000.0,1,1,1
30.0,1,1,5,5.0,100000.0,2,4,0
42.0,1,2,113,13.0,170000.0,1,1,0
33.0,0,1,54,6.0,115000.0,2,6,0
45.0,1,3,91,16.0,185000.0,1,9,1
29.0,0,1,53,4.0,90000.0,1,9,0
39.0,0,2,113,12.0,160000.0,3,8,0
27.0,1,1,5,3.0,80000.0,4,0,0
49.0,1,3,91,17.0,195000.0,3,1,1
32.0,0,2,54,6.0,115000.0,2,6,0
36.0,1,1,113,8.0,135000.0,4,0,0
27.0,1,1,53,2.0,65000.0,4,0,0
43.0,0,3,91,14.0,190000.0,2,9,1
34.0,1,2,5,8.0,140000.0,4,0,0
46.0,1,3,113,16.0,185000.0,0,1,0
33.0,0,1,54,7.0,130000.0,1,9,0
30.0,0,2,53,5.0,105000.0,2,4,0
50.0,1,3,91,19.0,200000.0,0,9,1
30.0,1,1,5,5.0,100000.0,0,1,0
42.0,1,2,113,13.0,170000.0,1,1,0
33.0,0,1,54,6.0,115000.0,3,9,0
45.0,1,3,91,16.0,185000.0,0,1,1
29.0,0,1,53,4.0,90000.0,3,9,0
39.0,0,2,113,12.0,160000.0,0,9,0
27.0,1,1,5,3.0,80000.0,2,9,0
49.0,1,3,91,17.0,195000.0,2,9,1
32.0,0,2,54,6.0,115000.0,0,9,0
36.0,1,1,113,8.0,135000.0,0,9,0
27.0,1,1,53,2.0,65000.0,1,3,0
43.0,0,3,91,14.0,190000.0,2,4,1
34.0,1,2,5,8.0,140000.0,4,1,0
46.0,1,3,113,16.0,185000.0,2,4,0
33.0,0,1,54,7.0,130000.0,0,1,0
30.0,0,2,53,5.0,105000.0,2,9,0
50.0,1,3,91,19.0,200000.0,0,9,1
30.0,1,1,5,5.0,100000.0,3,9,0
42.0,1,2,113,13.0,170000.0,0,9,0
33.0,0,1,54,6.0,115000.0,1,3,0
45.0,1,3,91,16.0,185000.0,3,1,1
29.0,0,1,53,4.0,90000.0,2,4,0
39.0,0,2,113,12.0,160000.0,0,2,0
27.0,1,1,5,3.0,80000.0,0,9,0
49.0,1,3,91,17.0,195000.0,2,6,1
32.0,0,2,54,6.0,115000.0,2,9,0
36.0,1,1,113,8.0,135000.0,4,0,0
27.0,1,1,53,2.0,65000.0,2,9,0
43.0,0,3,91,14.0,190000.0,4,0,1
34.0,1,2,5,8.0,140000.0,1,9,0
46.0,1,3,113,16.0,185000.0,0,9,0
33.0,0,1,54,7.0,130000.0,3,1,0
30.0,0,2,53,5.0,105000.0,0,2,0
50.0,1,3,91,19.0,200000.0,1,3,1
30.0,1,1,5,5.0,100000.0,1,1,0
42.0,1,2,113,13.0,170000.0,1,9,0
33.0,0,1,54,6.0,115000.0,0,9,0
45.0,1,3,91,16.0,185000.0,3,9,1
29.0,0,1,53,4.0,90000.0,0,9,0
31.0,1,2,113,8.0,130000.0,1,3,0
27.0,1,1,5,3.0,80000.0,0,1,0
43.0,1,3,91,15.0,180000.0,1,9,1
35.0,0,2,54,8.0,140000.0,0,2,0
42.0,1,1,113,12.0,160000.0,3,7,0
28.0,0,1,53,2.0,55000.0,3,7,0
44.0,0,3,91,16.0,190000.0,4,0,1
32.0,1,2,5,7.0,120000.0,2,9,0
48.0,1,3,113,18.0,200000.0,3,9,0
30.0,0,1,54,5.0,100000.0,2,4,0
34.0,1,2,53,9.0,150000.0,2,9,0
37.0,0,1,113,11.0,170000.0,4,1,0
26.0,1,1,5,2.0,65000.0,1,1,0
49.0,0,3,91,19.0,210000.0,2,4,1
29.0,1,1,54,4.0,90000.0,3,8,0
41.0,1,2,113,14.0,180000.0,4,1,0
31.0,0,1,53,6.0,110000.0,4,1,0
37.0,1,2,113,10.0,150000.0,0,2,0
27.0,1,1,5,3.0,80000.0,0,1,0
50.0,1,3,91,18.0,195000.0,3,1,1
32.0,0,2,54,6.0,115000.0,0,9,0
36.0,1,1,113,8.0,135000.0,4,1,0
27.0,1,1,53,2.0,65000.0,0,2,0
43.0,0,3,91,14.0,190000.0,3,1,1
34.0,1,2,5,8.0,140000.0,0,9,0
46.0,1,3,113,16.0,185000.0,4,5,0
33.0,0,1,54,7.0,130000.0,4,1,0
30.0,0,2,53,5.0,105000.0,1,1,0
50.0,1,3,91,19.0,200000.0,0,2,1
30.0,1,1,5,5.0,100000.0,2,6,0
42.0,1,2,113,13.0,170000.0,0,1,0
33.0,0,1,54,6.0,115000.0,2,4,0
45.0,1,3,91,16.0,185000.0,1,9,1
29.0,0,1,53,4.0,90000.0,2,6,0
39.0,0,2,113,12.0,160000.0,0,1,0
27.0,1,1,5,3.0,80000.0,3,9,0
49.0,1,3,91,17.0,195000.0,3,1,1
32.0,0,2,54,6.0,115000.0,1,1,0
36.0,1,1,113,8.0,135000.0,1,1,0
27.0,1,1,53,2.0,65000.0,2,4,0
43.0,0,3,91,14.0,190000.0,3,7,1
34.0,1,2,5,8.0,140000.0,1,9,0
46.0,1,3,113,16.0,185000.0,2,6,0
33.0,0,1,54,7.0,130000.0,0,2,0
30.0,0,2,53,5.0,105000.0,1,1,0
50.0,1,3,91,19.0,200000.0,1,9,1
30.0,1,1,5,5.0,100000.0,4,1,0
42.0,1,2,113,13.0,170000.0,1,1,0
33.0,0,1,54,6.0,115000.0,0,2,0
45.0,1,3,91,16.0,185000.0,3,1,1
29.0,0,1,53,4.0,90000.0,4,5,0
39.0,0,2,113,12.0,160000.0,3,9,0
27.0,1,1,5,3.0,80000.0,1,1,0
49.0,1,3,91,17.0,195000.0,1,1,1
32.0,0,2,54,6.0,115000.0,4,1,0
36.0,1,1,113,8.0,135000.0,2,9,0
27.0,1,1,53,2.0,65000.0,0,9,0
43.0,0,3,91,14.0,190000.0,0,1,1
34.0,1,2,5,8.0,140000.0,4,5,0
46.0,0,3,91,16.0,185000.0,2,9,1
33.0,1,1,54,7.0,130000.0,4,9,0
30.0,1,2,53,5.0,105000.0,2,9,0
50.0,1,3,113,20.0,210000.0,0,1,0
31.0,1,1,5,6.0,95000.0,2,4,0
39.0,0,2,113,11.0,170000.0,0,9,0
27.0,1,1,53,2.0,65000.0,2,9,0
44.0,0,3,91,16.0,190000.0,0,2,1
32.0,1,2,5,7.0,120000.0,3,7,0
48.0,1,3,113,19.0,200000.0,4,9,0
30.0,0,1,54,5.0,100000.0,3,9,0
34.0,1,2,53,9.0,150000.0,4,5,0
37.0,0,1,113,11.0,170000.0,0,2,0
26.0,1,1,5,2.0,65000.0,3,9,0
49.0,0,3,91,19.0,210000.0,4,5,1
29.0,1,1,54,4.0,90000.0,0,1,0
41.0,1,2,113,14.0,180000.0,3,1,0
31.0,0,1,53,6.0,110000.0,2,4,0
37.0,1,2,113,10.0,150000.0,4,0,0
27.0,1,1,5,3.0,80000.0,1,9,0
50.0,1,3,91,18.0,195000.0,1,1,1
32.0,0,2,54,6.0,115000.0,4,1,0
36.0,1,1,113,8.0,135000.0,4,1,0
27.0,1,1,53,2.0,65000.0,3,1,0
43.0,0,3,91,14.0,190000.0,2,6,1
34.0,1,2,5,8.0,140000.0,3,9,0
46.0,1,3,113,16.0,185000.0,0,9,0
33.0,0,1,54,7.0,130000.0,2,9,0
30.0,0,2,53,5.0,105000.0,3,8,0
50.0,1,3,91,19.0,200000.0,0,2,1
30.0,1,1,5,5.0,100000.0,3,8,0
42.0,1,2,113,13.0,170000.0,2,9,0
33.0,0,1,54,6.0,115000.0,3,9,0
45.0,1,3,91,16.0,185000.0,0,2,1
29.0,0,1,53,4.0,90000.0,2,6,0
39.0,0,2,113,12.0,160000.0,1,1,0
27.0,1,1,5,3.0,80000.0,1,9,0
49.0,1,3,91,17.0,195000.0,4,1,1
32.0,0,2,54,6.0,115000.0,2,4,0
36.0,1,1,113,8.0,135000.0,3,7,0
27.0,1,1,53,2.0,65000.0,3,9,0
43.0,0,3,91,14.0,190000.0,3,7,1
34.0,1,2,5,8.0,140000.0,3,8,0
46.0,1,3,113,16.0,185000.0,4,5,0
33.0,0,1,54,7.0,130000.0,3,7,0
30.0,0,2,53,5.0,105000.0,1,1,0
50.0,1,3,91,19.0,200000.0,2,6,1
30.0,1,1,5,5.0,100000.0,4,9,0
42.0,1,2,113,13.0,170000.0,4,0,0
33.0,0,1,54,6.0,115000.0,1,1,0
45.0,1,3,91,16.0,185000.0,0,1,1
29.0,0,1,53,4.0,90000.0,1,9,0
39.0,0,2,113,12.0,160000.0,2,9,0
27.0,1,1,5,3.0,80000.0,2,4,0
49.0,1,3,91,17.0,195000.0,2,9,1
32.0,0,2,54,6.0,115000.0,2,6,0
36.0,1,1,113,8.0,135000.0,2,4,0
27.0,1,1,53,2.0,65000.0,4,0,0
43.0,0,3,91,14.0,190000.0,4,9,1
34.0,1,2,5,8.0,140000.0,3,9,0
28.0,1,1,112,4.0,75000.0,1,1,0
33.0,0,2,24,7.0,95000.0,0,2,0
22.0,1,1,52,1.0,50000.0,0,9,0
44.0,1,3,27,15.0,180000.0,3,8,1
29.0,0,1,111,3.0,65000.0,4,9,0
31.0,1,2,88,6.0,120000.0,1,9,0
25.0,0,2,112,2.0,60000.0,3,9,0
38.0,1,1,27,10.0,150000.0,4,0,0
27.0,1,1,112,3.0,70000.0,0,9,0
46.0,0,3,36,20.0,220000.0,4,9,0
33.0,1,2,24,8.0,100000.0,2,6,0
24.0,0,1,111,2.0,55000.0,3,8,0
36.0,1,3,27,12.0,170000.0,1,1,1
30.0,0,1,112,5.0,90000.0,1,1,0
29.0,1,1,52,4.0,80000.0,2,9,0
42.0,1,2,88,14.0,180000.0,2,9,0
26.0,1,1,111,2.0,60000.0,3,8,0
35.0,0,2,24,9.0,120000.0,4,5,0
27.0,0,1,112,3.0,70000.0,2,6,0
48.0,1,3,36,18.0,210000.0,0,1,0
34.0,1,2,27,9.0,140000.0,4,9,0
